Employment
"Independent contractor, freelancer, or self-employed"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
I prefer not to say
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, part-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Student, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Student, full-time"
"Employed, full-time"
"Student, part-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, part-time"
"Employed, full-time"
"Student, full-time"
"Employed, part-time"
"Student, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, part-time"
"Student, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, and not looking for work"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
I prefer not to say
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, and not looking for work"
"Not employed, but looking for work"
"Employed, full-time"
"Student, part-time"
"Employed, part-time"
"Employed, full-time"
"Student, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, full-time"
"Student, full-time"
"Not employed, and not looking for work"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Student, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
I prefer not to say
"Employed, full-time"
"Student, part-time"
"Employed, part-time"
Retired
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
Retired
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Student, part-time"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, part-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Student, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
I prefer not to say
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, part-time"
"Employed, part-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Not employed, and not looking for work"
"Student, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, part-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Student, part-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, part-time"
"Employed, part-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Not employed, but looking for work"
Retired
"Employed, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
I prefer not to say
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Student, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Employed, part-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
Retired
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Student, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Student, full-time"
"Student, part-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
I prefer not to say
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, part-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
I prefer not to say
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Student, full-time"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
I prefer not to say
"Employed, full-time"
"Student, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Not employed, but looking for work"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, full-time"
"Employed, full-time"
Retired
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Employed, full-time"
"Student, part-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Student, part-time"
"Employed, full-time"
I prefer not to say
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Employed, full-time"
"Not employed, but looking for work"
"Not employed, but looking for work"
"Not employed, but looking for work"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Student, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
Retired
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
Retired
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
Retired
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, full-time"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
Retired
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
I prefer not to say
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
Retired
"Employed, full-time"
"Employed, full-time"
"Employed, part-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
Retired
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
Retired
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, full-time"
"Not employed, but looking for work"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, full-time"
"Student, full-time"
"Employed, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Not employed, and not looking for work"
"Employed, full-time"
"Student, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Employed, part-time"
"Not employed, but looking for work"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Employed, full-time"
"Employed, full-time"
"Not employed, and not looking for work"
"Independent contractor, freelancer, or self-employed"
Retired
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, part-time"
"Student, full-time"
"Not employed, but looking for work"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Not employed, but looking for work"
"Not employed, and not looking for work"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
Retired
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Student, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
Retired
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Student, part-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Not employed, but looking for work"
"Student, part-time"
"Employed, part-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
I prefer not to say
Retired
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Employed, full-time"
"Independent contractor, freelancer, or self-employed"
"Employed, full-time"
